0.000000,81.000000,0.000000 
-1.000000,0.000000,0.000000 
0.000000,0.000000,1.000000 
-57.275600,57.275600,0.000000 
-0.707107,-0.707100,0.000000 
0.000000,0.000000,1.000000 
-81.000000,0.000000,0.000000 
0.000000,-1.000000,0.000000 
0.000000,0.000000,1.000000 
-57.275600,-57.275600,0.000000 
0.707100,-0.707107,0.000000 
0.000000,0.000000,1.000000 
0.000000,-81.000000,0.000000 
1.000000,0.000000,0.000000 
0.000000,0.000000,1.000000 
57.275600,-57.275600,0.000000 
0.707107,0.707100,0.000000 
0.000000,0.000000,1.000000 
81.000000,0.000000,0.000000 
0.000000,1.000000,0.000000 
0.000000,0.000000,1.000000 
57.275600,57.275600,0.000000 
-0.707100,0.707107,0.000000 
0.000000,0.000000,1.000000 
